date,kind,event,source_file,evidence
2021-03-10,release,public repo created: mongoid,repos.csv,company-own (technical)
2021-03-15,release,public repo created: growth-shares-lambda-user-csv-import,repos.csv,company-own (technical)
2021-03-18,incident,incident (maintenance): [Scheduled] EU-01 Database Maintenance,incidents.csv,company-own (operational)
2021-03-18,incident,incident (maintenance): [Scheduled] US-06 Database Maintenance,incidents.csv,company-own (operational)
2021-03-23,release,public repo created: firebase-functions-jwt-responder,repos.csv,company-own (technical)
2021-04-01,incident,incident (maintenance): [Scheduled] US-03 Database Maintenance,incidents.csv,company-own (operational)
2021-04-01,release,public repo created: braze-flutter-sdk,repos.csv,company-own (technical)
2021-04-06,incident,incident (maintenance): [Scheduled] US-04 Database Maintenance,incidents.csv,company-own (operational)
2021-04-06,incident,incident (maintenance): [Scheduled] US-02 Database Maintenance,incidents.csv,company-own (operational)
2021-04-07,incident,incident (maintenance): [Scheduled] US-06 Database Maintenance,incidents.csv,company-own (operational)
2021-04-08,incident,incident (maintenance): [Scheduled] US-01 Analytics Database Maintenance,incidents.csv,company-own (operational)
2021-04-08,incident,incident (maintenance): [Scheduled] US-04 Analytics Database Maintenance,incidents.csv,company-own (operational)
2021-04-08,incident,incident (maintenance): [Scheduled] US-03 Database Maintenance,incidents.csv,company-own (operational)
2021-04-09,incident,incident (maintenance): [Scheduled] US-03 Database Maintenance,incidents.csv,company-own (operational)
2021-04-12,incident,incident (maintenance): [Scheduled] US-03 Database Maintenance,incidents.csv,company-own (operational)
2021-04-13,incident,incident (maintenance): [Scheduled] EU-01 Database Maintenance,incidents.csv,company-own (operational)
2021-04-13,incident,incident (maintenance): [Scheduled] US-01 Database Maintenance,incidents.csv,company-own (operational)
2021-04-14,incident,incident (maintenance): [Scheduled] EU-01 Database Maintenance,incidents.csv,company-own (operational)
2021-04-14,incident,incident (maintenance): [Scheduled] US-01 Database Maintenance,incidents.csv,company-own (operational)
2021-04-15,incident,incident (maintenance): [Scheduled] US-01 Database Maintenance,incidents.csv,company-own (operational)
2021-04-15,release,braze-react-native-sdk 1.28.0,sdk_releases.csv,company-own (technical)
2021-04-20,release,public repo created: teaspoon,repos.csv,company-own (technical)
2021-04-26,incident,incident (major): Increased Email Bounce rate for Apple domains,incidents.csv,company-own (operational)
2021-04-28,incident,incident (minor): Email sending delays on EU 01,incidents.csv,company-own (operational)
2021-04-30,financial,FY2022 as at 2021-04-30 reported,financials_annual.csv,audited (SEC XBRL)
2021-05-07,incident,incident (none): Email sending delays for MailJet customers,incidents.csv,company-own (operational)
2021-05-11,incident,incident (minor): Delayed Support Services,incidents.csv,company-own (operational)
2021-05-21,release,public repo created: react-i18next-gitbook,repos.csv,company-own (technical)
2021-05-25,incident,incident (minor): Delayed data processing and message sending for some customers,incidents.csv,company-own (operational)
2021-06-02,release,braze-react-native-sdk 1.29.0,sdk_releases.csv,company-own (technical)
2021-06-04,release,braze-react-native-sdk 1.29.1,sdk_releases.csv,company-own (technical)
2021-06-07,incident,incident (major): Increased error rates for SDK data collection in EU 01,incidents.csv,company-own (operational)
2021-06-08,incident,incident (major): Connectivity issues due to Fastly CDN outage,incidents.csv,company-own (operational)
2021-06-10,release,public repo created: ruby_decorators,repos.csv,company-own (technical)
2021-06-16,release,braze-react-native-sdk 1.30.0,sdk_releases.csv,company-own (technical)
2021-06-24,filing,DRS filed,filings.csv,statutory (SEC)
2021-07-13,incident,incident (critical): Dashboard Loading Issues - All Clusters,incidents.csv,company-own (operational)
2021-07-16,incident,incident (minor): Increased error rates in US 06,incidents.csv,company-own (operational)
2021-07-19,release,braze-cordova-sdk 2.24.0,sdk_releases.csv,company-own (technical)
2021-07-22,filing,UPLOAD filed,filings.csv,statutory (SEC)
2021-07-23,release,braze-react-native-sdk 1.31.0,sdk_releases.csv,company-own (technical)
2021-07-31,financial,FY2022 as at 2021-07-31 reported,financials_annual.csv,audited (SEC XBRL)
2021-08-05,incident,incident (minor): Currents delays on some US Clusters,incidents.csv,company-own (operational)
2021-08-07,incident,incident (minor): Delayed Email Sending in EU,incidents.csv,company-own (operational)
2021-08-10,filing,DRSLTR filed,filings.csv,statutory (SEC)
2021-08-10,filing,DRS/A filed,filings.csv,statutory (SEC)
2021-08-13,release,braze-xamarin-sdk 1.21.0,sdk_releases.csv,company-own (technical)
2021-08-13,release,public repo created: interview-question-test-runners,repos.csv,company-own (technical)
2021-08-17,release,braze-cordova-sdk 2.25.0,sdk_releases.csv,company-own (technical)
2021-08-17,release,braze-xamarin-sdk 1.21.1,sdk_releases.csv,company-own (technical)
2021-08-18,incident,incident (none): Snowflake incident on US Clusters,incidents.csv,company-own (operational)
2021-08-19,release,braze-react-native-sdk 1.32.0,sdk_releases.csv,company-own (technical)
2021-08-20,filing,UPLOAD filed,filings.csv,statutory (SEC)
2021-08-26,release,public repo created: apns2,repos.csv,company-own (technical)
2021-08-31,incident,incident (minor): Delayed Email Event Processing - US Customers,incidents.csv,company-own (operational)
2021-09-03,release,public repo created: google-ads-ruby,repos.csv,company-own (technical)
2021-09-23,release,public repo created: braze-growth-shares-android-demo-app,repos.csv,company-own (technical)
2021-09-24,release,braze-react-native-sdk 1.33.0,sdk_releases.csv,company-own (technical)
2021-09-28,release,braze-cordova-sdk 2.26.0,sdk_releases.csv,company-own (technical)
2021-09-28,release,braze-react-native-sdk 1.33.1,sdk_releases.csv,company-own (technical)
2021-09-30,filing,DRSLTR filed,filings.csv,statutory (SEC)
2021-09-30,incident,"incident (minor): Delayed data processing and message sending on US 01, US 03, US 04, US 06",incidents.csv,company-own (operational)
2021-10-01,filing,DRS/A filed,filings.csv,statutory (SEC)
2021-10-01,release,public repo created: charts,repos.csv,company-own (technical)
2021-10-08,release,public repo created: ruby-kafka,repos.csv,company-own (technical)
2021-10-22,filing,S-1 filed,filings.csv,statutory (SEC)
2021-10-28,incident,incident (minor): Email sending delays for Sparkpost customers,incidents.csv,company-own (operational)
2021-10-28,release,public repo created: embed-like-gist,repos.csv,company-own (technical)
2021-10-29,release,public repo created: action-destinations,repos.csv,company-own (technical)
2021-10-31,financial,FY2022 as at 2021-10-31 reported,financials_annual.csv,audited (SEC XBRL)
2021-11-01,filing,UPLOAD filed,filings.csv,statutory (SEC)
2021-11-05,filing,CORRESP filed,filings.csv,statutory (SEC)
2021-11-08,filing,S-1/A filed,filings.csv,statutory (SEC)
2021-11-08,incident,incident (critical): We are investigating connectivity issues on EU 01,incidents.csv,company-own (operational)
2021-11-08,release,braze-cordova-sdk 2.27.0,sdk_releases.csv,company-own (technical)
2021-11-09,release,public repo created: turnip,repos.csv,company-own (technical)
2021-11-12,filing,CORRESP filed,filings.csv,statutory (SEC)
2021-11-12,filing,CORRESP filed,filings.csv,statutory (SEC)
2021-11-12,filing,8-A12B filed,filings.csv,statutory (SEC)
2021-11-12,incident,incident (major): EU delays,incidents.csv,company-own (operational)
2021-11-12,release,public repo created: eco,repos.csv,company-own (technical)
2021-11-13,incident,incident (minor): Investigating issues on US 03,incidents.csv,company-own (operational)
2021-11-15,filing,CERT filed,filings.csv,statutory (SEC)
2021-11-16,filing,"EFFECT filed (S-1,,2021-11-16 16:00:00)",filings.csv,statutory (SEC)
2021-11-16,filing,3 filed,filings.csv,statutory (SEC)
2021-11-16,filing,3 filed,filings.csv,statutory (SEC)
2021-11-16,filing,3 filed,filings.csv,statutory (SEC)
2021-11-16,filing,3 filed,filings.csv,statutory (SEC)
2021-11-16,filing,3 filed,filings.csv,statutory (SEC)
2021-11-16,filing,3 filed,filings.csv,statutory (SEC)
2021-11-16,filing,3 filed,filings.csv,statutory (SEC)
2021-11-16,filing,3 filed,filings.csv,statutory (SEC)
2021-11-16,filing,3 filed,filings.csv,statutory (SEC)
2021-11-16,filing,3 filed,filings.csv,statutory (SEC)
2021-11-16,filing,3 filed,filings.csv,statutory (SEC)
2021-11-16,filing,3 filed,filings.csv,statutory (SEC)
2021-11-16,filing,3 filed,filings.csv,statutory (SEC)
2021-11-16,filing,3 filed,filings.csv,statutory (SEC)
2021-11-16,filing,3 filed,filings.csv,statutory (SEC)
2021-11-16,filing,3 filed,filings.csv,statutory (SEC)
2021-11-16,filing,3 filed,filings.csv,statutory (SEC)
2021-11-16,filing,3 filed,filings.csv,statutory (SEC)
2021-11-16,filing,3 filed,filings.csv,statutory (SEC)
2021-11-16,filing,3 filed,filings.csv,statutory (SEC)
2021-11-18,filing,424B4 filed,filings.csv,statutory (SEC)
2021-11-19,filing,S-8 filed,filings.csv,statutory (SEC)
2021-11-22,incident,incident (major): US 03 errors,incidents.csv,company-own (operational)
2021-11-23,filing,4 filed,filings.csv,statutory (SEC)
2021-11-23,filing,4 filed,filings.csv,statutory (SEC)
2021-11-23,filing,4 filed,filings.csv,statutory (SEC)
2021-11-23,filing,3 filed,filings.csv,statutory (SEC)
2021-11-23,filing,"8-K filed (3.02,5.03,9.01)",filings.csv,statutory (SEC)
2021-11-23,filing,4 filed,filings.csv,statutory (SEC)
2021-11-23,filing,4 filed,filings.csv,statutory (SEC)
2021-11-23,filing,4 filed,filings.csv,statutory (SEC)
2021-11-23,filing,4 filed,filings.csv,statutory (SEC)
2021-11-23,filing,4 filed,filings.csv,statutory (SEC)
2021-11-23,filing,4 filed,filings.csv,statutory (SEC)
2021-11-23,filing,4 filed,filings.csv,statutory (SEC)
2021-11-23,filing,4 filed,filings.csv,statutory (SEC)
2021-11-23,filing,4 filed,filings.csv,statutory (SEC)
2021-11-23,filing,4 filed,filings.csv,statutory (SEC)
2021-11-23,filing,4 filed,filings.csv,statutory (SEC)
2021-11-23,filing,4 filed,filings.csv,statutory (SEC)
2021-11-23,filing,4 filed,filings.csv,statutory (SEC)
2021-11-23,filing,4 filed,filings.csv,statutory (SEC)
2021-11-23,filing,4 filed,filings.csv,statutory (SEC)
2021-11-23,filing,4 filed,filings.csv,statutory (SEC)
2021-11-23,filing,4 filed,filings.csv,statutory (SEC)
2021-11-28,incident,incident (minor): Delayed Data Processing on US06,incidents.csv,company-own (operational)
2021-11-29,filing,SC 13G filed,filings.csv,statutory (SEC)
2021-12-07,incident,incident (minor): Data Processing Performance on US Clusters,incidents.csv,company-own (operational)
