slug,file,title,description,section,url,fetched,bytes,body_bytes,words,headings,h2s,code_blocks,tables,links,evidence
docs__api__endpoints__export__user_data__post_users_segment,docs__api__endpoints__export__user_data__post_users_segment.md,Export user profile by segment,This article outlines details about the Export users by segment Braze endpoint.,api/endpoints,https://www.braze.com/docs/api/endpoints/export/user_data/post_users_segment,2026-09-02,23101,22733,3156,13,11,14,163,2,company-own (technical)
docs__api__endpoints__media_library,docs__api__endpoints__media_library.md,Media Library Endpoints,This landing page lists the Braze media library endpoints.,api/endpoints,https://www.braze.com/docs/api/endpoints/media_library,2026-09-02,511,217,32,2,1,0,0,0,company-own (technical)
docs__api__endpoints__media_library__manage_assets__create,docs__api__endpoints__media_library__manage_assets__create.md,Upload an asset to the media library,This article outlines details about the `POST /media_library/create` endpoint.,api/endpoints,https://www.braze.com/docs/api/endpoints/media_library/manage_assets/create,2026-09-02,8111,7740,1119,13,6,14,102,4,company-own (technical)
docs__api__endpoints__media_library__manage_assets__replace_file,docs__api__endpoints__media_library__manage_assets__replace_file.md,Replace an asset in the media library,This article outlines details about the `PUT /media_library/replace_file` endpoint.,api/endpoints,https://www.braze.com/docs/api/endpoints/media_library/manage_assets/replace_file,2026-09-02,5592,5203,706,10,5,14,63,4,company-own (technical)
docs__api__endpoints__messaging,docs__api__endpoints__messaging.md,Messaging Endpoints,This landing page lists the Braze messaging endpoints.,api/endpoints,https://www.braze.com/docs/api/endpoints/messaging,2026-09-02,2409,2131,296,5,4,0,0,0,company-own (technical)
docs__api__endpoints__messaging__duplicate_messages__post_duplicate_campaigns,docs__api__endpoints__messaging__duplicate_messages__post_duplicate_campaigns.md,Duplicate campaigns using the API,This article outlines details about the Duplicate campaigns endpoint.,api/endpoints,https://www.braze.com/docs/api/endpoints/messaging/duplicate_messages/post_duplicate_campaigns,2026-09-02,1997,1600,215,6,5,4,24,0,company-own (technical)
docs__api__endpoints__messaging__duplicate_messages__post_duplicate_canvases,docs__api__endpoints__messaging__duplicate_messages__post_duplicate_canvases.md,Duplicate Canvases using the API,This article outlines details about the Duplicate Canvases endpoint.,api/endpoints,https://www.braze.com/docs/api/endpoints/messaging/duplicate_messages/post_duplicate_canvases,2026-09-02,1951,1558,213,6,5,4,24,0,company-own (technical)
docs__api__endpoints__messaging__live_activity__start,docs__api__endpoints__messaging__live_activity__start.md,Start Live Activity,This article outlines details about the Start Live Activity endpoint.,api/endpoints,https://www.braze.com/docs/api/endpoints/messaging/live_activity/start,2026-09-02,8630,8295,1151,10,7,8,56,1,company-own (technical)
docs__api__endpoints__messaging__live_activity__update,docs__api__endpoints__messaging__live_activity__update.md,Update Live Activity,This article outlines details about the Update Live Activity endpoint.,api/endpoints,https://www.braze.com/docs/api/endpoints/messaging/live_activity/update,2026-09-02,6278,5939,889,9,6,8,40,1,company-own (technical)
docs__api__endpoints__messaging__schedule_messages__get_messages_scheduled,docs__api__endpoints__messaging__schedule_messages__get_messages_scheduled.md,List upcoming scheduled campaigns and Canvases,This article outlines details about the List upcoming scheduled campaigns and Canvases Braze endpoint.,api/endpoints,https://www.braze.com/docs/api/endpoints/messaging/schedule_messages/get_messages_scheduled,2026-09-02,2268,1831,261,6,5,4,12,1,company-own (technical)
docs__api__endpoints__messaging__schedule_messages__post_delete_scheduled_messages,docs__api__endpoints__messaging__schedule_messages__post_delete_scheduled_messages.md,Delete scheduled messages,This article outlines details about the Delete scheduled messages Braze endpoint.,api/endpoints,https://www.braze.com/docs/api/endpoints/messaging/schedule_messages/post_delete_scheduled_messages,2026-09-02,1635,1224,161,6,5,6,14,1,company-own (technical)
docs__api__endpoints__messaging__schedule_messages__post_delete_scheduled_triggered_canvases,docs__api__endpoints__messaging__schedule_messages__post_delete_scheduled_triggered_canvases.md,Delete scheduled API-triggered Canvases,This article outlines details about the Delete scheduled API-triggered Canvases Braze endpoint.,api/endpoints,https://www.braze.com/docs/api/endpoints/messaging/schedule_messages/post_delete_scheduled_triggered_canvases,2026-09-02,2146,1687,228,6,5,6,18,1,company-own (technical)
docs__api__endpoints__messaging__schedule_messages__post_delete_scheduled_triggered_messages,docs__api__endpoints__messaging__schedule_messages__post_delete_scheduled_triggered_messages.md,Delete scheduled API-triggered campaigns,This article outlines details about the Delete scheduled API-triggered campaigns Braze endpoint.,api/endpoints,https://www.braze.com/docs/api/endpoints/messaging/schedule_messages/post_delete_scheduled_triggered_messages,2026-09-02,2150,1689,226,6,5,6,18,1,company-own (technical)
docs__api__endpoints__messaging__schedule_messages__post_schedule_messages,docs__api__endpoints__messaging__schedule_messages__post_schedule_messages.md,Create scheduled messages,This article outlines details about the Create scheduled messages Braze endpoint.,api/endpoints,https://www.braze.com/docs/api/endpoints/messaging/schedule_messages/post_schedule_messages,2026-09-02,7093,6698,849,8,6,8,56,1,company-own (technical)
docs__api__endpoints__messaging__schedule_messages__post_schedule_triggered_campaigns,docs__api__endpoints__messaging__schedule_messages__post_schedule_triggered_campaigns.md,Schedule API-triggered campaigns,This article outlines details about the Schedule API-triggered campaigns Braze endpoint.,api/endpoints,https://www.braze.com/docs/api/endpoints/messaging/schedule_messages/post_schedule_triggered_campaigns,2026-09-02,5692,5261,687,8,6,8,40,1,company-own (technical)
docs__api__endpoints__messaging__schedule_messages__post_schedule_triggered_canvases,docs__api__endpoints__messaging__schedule_messages__post_schedule_triggered_canvases.md,Schedule API-triggered Canvases,This article outlines details about the Schedule API-triggered Canvases Braze endpoint.,api/endpoints,https://www.braze.com/docs/api/endpoints/messaging/schedule_messages/post_schedule_triggered_canvases,2026-09-02,6110,5683,773,8,6,8,36,1,company-own (technical)
docs__api__endpoints__messaging__schedule_messages__post_update_scheduled_messages,docs__api__endpoints__messaging__schedule_messages__post_update_scheduled_messages.md,Update scheduled messages,This article outlines details about the Update scheduled messages Braze endpoint.,api/endpoints,https://www.braze.com/docs/api/endpoints/messaging/schedule_messages/post_update_scheduled_messages,2026-09-02,2486,2075,261,6,5,6,22,1,company-own (technical)
docs__api__endpoints__messaging__schedule_messages__post_update_scheduled_triggered_campaigns,docs__api__endpoints__messaging__schedule_messages__post_update_scheduled_triggered_campaigns.md,Update scheduled API-triggered campaigns,This article outlines details about the Update scheduled API-triggered campaigns Braze endpoint.,api/endpoints,https://www.braze.com/docs/api/endpoints/messaging/schedule_messages/post_update_scheduled_triggered_campaigns,2026-09-02,3150,2687,382,6,5,6,22,1,company-own (technical)
docs__api__endpoints__messaging__schedule_messages__post_update_scheduled_triggered_canvases,docs__api__endpoints__messaging__schedule_messages__post_update_scheduled_triggered_canvases.md,Update scheduled API-triggered Canvases,This article outlines details about the Update scheduled API-triggered Canvases Braze endpoint.,api/endpoints,https://www.braze.com/docs/api/endpoints/messaging/schedule_messages/post_update_scheduled_triggered_canvases,2026-09-02,2988,2529,357,6,5,6,22,1,company-own (technical)
docs__api__endpoints__messaging__send_messages__post_create_send_ids,docs__api__endpoints__messaging__send_messages__post_create_send_ids.md,Create send IDs,This article outlines details about the Create send IDs Braze endpoint.,api/endpoints,https://www.braze.com/docs/api/endpoints/messaging/send_messages/post_create_send_ids,2026-09-02,2129,1766,235,8,6,8,20,1,company-own (technical)
docs__api__endpoints__messaging__send_messages__post_send_messages,docs__api__endpoints__messaging__send_messages__post_send_messages.md,Send messages immediately using the API only,This article outlines details about the Send messages immediately using API only Braze endpoint.,api/endpoints,https://www.braze.com/docs/api/endpoints/messaging/send_messages/post_send_messages,2026-09-02,8918,8505,1157,10,7,6,50,1,company-own (technical)
docs__api__endpoints__messaging__send_messages__post_send_transactional_message,docs__api__endpoints__messaging__send_messages__post_send_transactional_message.md,Send transactional emails using API-triggered delivery,This article outlines details about the Send transactional email messages using API-triggered delivery Braze endpoint.,api/endpoints,https://www.braze.com/docs/api/endpoints/messaging/send_messages/post_send_transactional_message,2026-09-02,14100,13629,1956,15,9,12,68,1,company-own (technical)
docs__api__endpoints__messaging__send_messages__post_send_triggered_campaigns,docs__api__endpoints__messaging__send_messages__post_send_triggered_campaigns.md,Send campaign messages using API-triggered delivery,This article outlines details about the Send campaigns using API-triggered delivery Braze endpoint.,api/endpoints,https://www.braze.com/docs/api/endpoints/messaging/send_messages/post_send_triggered_campaigns,2026-09-02,13932,13487,1954,13,7,6,38,2,company-own (technical)
docs__api__endpoints__messaging__send_messages__post_send_triggered_canvases,docs__api__endpoints__messaging__send_messages__post_send_triggered_canvases.md,Send Canvas messages using API-triggered delivery,This article outlines details about the Send Canvases using API-triggered delivery Braze endpoint.,api/endpoints,https://www.braze.com/docs/api/endpoints/messaging/send_messages/post_send_triggered_canvases,2026-09-02,10927,10487,1534,10,8,8,32,1,company-own (technical)
docs__api__endpoints__preference_center,docs__api__endpoints__preference_center.md,Preference Center Endpoints,This landing page lists the Braze preference center endpoints.,api/endpoints,https://www.braze.com/docs/api/endpoints/preference_center,2026-09-02,973,663,96,1,0,0,0,0,company-own (technical)
docs__api__endpoints__preference_center__get_create_url_preference_center,docs__api__endpoints__preference_center__get_create_url_preference_center.md,Generate preference center URL,This article outlines details about the Generate preference center URL Braze endpoint.,api/endpoints,https://www.braze.com/docs/api/endpoints/preference_center/get_create_url_preference_center,2026-09-02,1927,1523,192,7,6,4,28,2,company-own (technical)
docs__api__endpoints__preference_center__get_list_preference_center,docs__api__endpoints__preference_center__get_list_preference_center.md,List preference centers,This article outlines details about the List preference centers Braze endpoint.,api/endpoints,https://www.braze.com/docs/api/endpoints/preference_center/get_list_preference_center,2026-09-02,1907,1529,205,6,5,4,4,1,company-own (technical)
